Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,CALC,NObeyesdad,Gender_Female,Gender_Male,MTRANS_Automobile,MTRANS_Bike,MTRANS_Motorbike,MTRANS_Public_Transportation,MTRANS_Walking,TUE_Target,Basal Metabolic Rate,BMI
18.0,1.781543,50.869704,0,1,2.052932,3.0,1,0,2.0,0,0.520408,1,0,0,1,0,0,0,1,0,1,649.4226598,16.027529774529064
18.0,1.755823,52.331172,0,1,2.596364,3.0,1,0,2.0,0,0.281734,1,0,0,1,0,0,0,1,0,2,669.3161714,16.97457830019326
17.486869,1.836669,58.943347,1,1,2.767731,3.821168,1,0,2.0,0,2.0,0,0,0,1,1,0,0,0,0,1,763.7964896999999,17.473222259306745
19.920629,1.768493,57.790381,1,1,2.0,3.897078,1,0,2.622638,0,2.0,0,0,0,1,1,0,0,0,0,2,731.1104074999998,18.47774066119892
18.426619,1.777108,57.145917,1,1,2.0,3.092116,1,0,2.426465,0,2.0,0,0,0,1,1,0,0,0,0,2,732.4835936999999,18.09495728268534
17.082867,1.640824,43.365005,0,1,2.815157,3.0,1,0,2.911187,0,2.595128,1,0,1,0,0,0,0,1,0,2,993.9680563,16.10702754247296
17.000433,1.584951,44.411801,0,1,2.737762,3.0,1,0,2.310921,0,2.240714,1,0,1,0,0,0,0,1,0,2,1004.3041662999998,17.679366734104885
16.270434,1.818268,47.124717,0,1,3.0,3.286431,1,0,2.148146,0,2.458237,1,0,1,0,0,0,0,1,0,2,1034.1991258,14.25387559306874
17.908114,1.793926,59.682591,1,1,2.568063,4.0,1,0,2.0,0,2.0,0,0,0,1,1,0,0,0,0,1,770.8459515,18.545503142543524
17.120699,1.809251,58.968994,1,1,2.524428,4.0,1,0,2.0,0,2.0,0,0,0,1,1,0,0,0,0,1,766.5007195999999,18.014660261682458
19.329542,1.767335,55.700497,1,1,2.0,4.0,1,0,2.157395,0,2.0,0,0,0,1,1,0,0,0,0,2,706.4925982999999,17.8328728823082
22.377998,1.699568,54.98774,1,1,3.0,3.0,2,0,2.0,0,0.139808,0,0,1,0,0,0,0,1,0,1,1080.7649357999999,19.036573483200915
20.954955,1.759358,55.01045,1,1,2.971574,3.592415,2,0,2.894678,0,2.0,0,0,1,0,0,0,0,1,0,2,1087.7788759,17.77201852833317
22.991668,1.740295,54.166453,1,1,3.0,3.0,2,0,2.025279,0,2.0,0,0,1,0,0,0,0,1,0,1,1070.0696401999999,17.88482325406944
19.300435,1.739354,49.649613,0,1,3.0,3.754599,1,0,1.692112,0,2.0,1,0,1,0,0,0,0,1,0,1,1044.0550775,16.411183711596255
17.065445,1.647811,49.603807,0,1,3.0,3.566082,1,0,1.438398,0,2.0,1,0,1,0,0,0,0,1,0,1,1053.9550155,18.268387442922204
19.084967,1.768435,49.597765,0,1,3.0,3.725797,1,0,1.191401,0,2.0,1,0,1,0,0,0,0,1,0,1,1044.6223821,15.8592959374506
18.024853,1.7,50.0,0,1,1.0816,3.520555,2,0,1.016968,0,0.651412,1,0,1,0,0,0,0,1,0,1,1053.3431908999999,17.301038062283737
19.833682,1.699464,49.676046,0,1,1.270448,3.731212,2,0,1.876915,0,2.0,1,0,1,0,0,0,0,1,0,1,1041.7307713999999,17.19978752642145
17.767432,1.74379,50.0,0,1,1.344854,4.0,2,0,1.0,0,2.0,1,0,1,0,0,0,0,1,0,1,1054.6318915999998,16.44302203217087
19.504696,1.590317,42.367615,0,0,2.959658,3.0,2,0,1.0,0,1.522399,1,0,1,0,0,0,0,1,0,0,972.9196034,16.751998060774227
19.950605,1.527133,42.0,0,0,2.725282,1.259803,2,0,1.0,0,1.37467,1,0,1,0,0,0,0,1,0,0,967.1809959,18.00924749371343
19.0,1.530875,42.0,0,0,2.844607,1.273128,2,0,1.69551,0,0.260079,1,0,1,0,0,0,0,1,0,1,971.655575,17.92131315435253
17.0,1.848294,59.409018,1,1,2.44004,3.0,1,0,2.0,0,2.784471,0,0,0,1,1,0,0,0,0,1,773.5450166,17.390427829018297
17.0,1.824414,59.295172,1,1,2.432302,3.0,1,0,2.0,0,2.349495,0,0,0,1,1,0,0,0,0,1,771.8659263999999,17.814455010819305
18.525525,1.856633,59.258372,1,1,2.592247,3.304123,1,0,2.036764,0,2.038653,0,0,0,1,1,0,0,0,0,2,761.1492914,17.190859275873304
22.926352,1.715597,50.0,1,1,2.449267,3.647154,2,0,1.266018,0,0.866045,0,0,1,0,0,0,0,1,0,1,1030.3342202000001,16.98789030845973
21.785351,1.675054,49.945233,1,1,2.929889,3.0,2,0,2.792074,0,0.630944,0,0,1,0,0,0,0,1,0,2,1035.0981843,17.800672864824055
23.0,1.717601,51.073918,1,1,2.0,3.0,2,0,1.426874,0,2.20208,0,0,1,0,0,0,0,1,0,2,1040.3012946000001,17.312293504988723
17.402028,1.710756,50.0,0,1,2.015258,3.300666,1,0,1.315608,0,0.069802,1,0,1,0,0,0,0,1,0,1,1056.2898292,17.084169069105297
18.0,1.7,50.0,0,1,1.031149,3.0,1,0,1.963628,0,0.028202,1,0,1,0,0,0,0,1,0,1,1053.46,17.301038062283737
18.48207,1.7,50.0,0,1,1.592183,3.535016,1,0,1.086391,0,0.618913,1,0,1,0,0,0,0,1,0,1,1051.1942709999998,17.301038062283737
18.53084,1.573816,39.850137,0,1,1.21498,1.717608,1,0,1.179942,0,0.684739,1,0,1,0,0,0,0,1,0,2,953.299236,16.088735295769812
19.94814,1.530884,39.371523,0,1,1.522001,3.0,1,0,1.98126,0,2.306844,1,0,1,0,0,0,0,1,0,1,941.9659540000001,16.799549924116445
20.400053,1.529724,40.343463,0,1,2.703436,2.884479,1,0,1.439962,0,0.144627,1,0,1,0,0,0,0,1,0,1,949.1704989000001,17.24038712804867
19.556729,1.767563,56.307019,1,1,2.362918,4.0,1,0,2.358172,0,2.0,0,0,0,1,1,0,0,0,0,1,713.2582180999999,18.02240444578646
17.70368,1.883364,60.0,1,1,3.0,3.626815,1,0,2.0,0,2.011519,0,0,0,1,1,0,0,0,0,1,777.031796,16.915417482616117
18.274358,1.824655,58.621349,1,1,2.14084,4.0,1,0,2.931438,0,2.0,0,0,0,1,1,0,0,0,0,2,753.9701219000001,17.607361673701302
18.0,1.840138,60.0,1,1,3.0,4.0,1,0,2.0,0,2.0,0,0,0,1,1,0,0,0,0,0,774.80069,17.719459183718914
17.210933,1.819557,58.325122,1,1,2.5596,4.0,1,0,2.0,0,2.0,0,0,0,1,1,0,0,0,0,1,757.117612,17.61669055929319
17.469417,1.798645,59.612717,1,1,2.336044,4.0,1,0,2.0,0,2.0,0,0,0,1,1,0,0,0,0,1,772.8954123000001,18.42671873520805
18.0,1.7108,50.92538,1,1,2.0,3.0,1,0,2.0,0,0.0,1,0,0,1,0,0,0,1,0,2,649.8317059999999,17.399461009890867
18.0,1.70653,51.121749,1,1,2.0,3.0,1,0,2.0,0,0.0,1,0,0,1,0,0,0,1,0,2,652.5006113,17.554070932791323
18.0,1.716691,51.149283,1,1,1.813234,3.0,1,0,1.274815,0,0.520407,1,0,0,1,0,0,0,1,0,2,652.9286321,17.356225723871688
19.010211,1.555431,44.188767,0,0,2.724285,3.0,2,0,1.0,1,1.070331,1,0,1,0,0,0,0,1,0,0,992.6639472999998,18.26460915102028
19.091346,1.603923,45.0,0,0,3.0,3.0,2,0,1.28246,1,1.60195,1,0,1,0,0,0,0,1,0,0,1000.1577351999999,17.49224225906647
19.773303,1.602082,45.0,0,0,3.0,3.0,2,0,2.875583,1,1.258504,1,0,1,0,0,0,0,1,0,0,996.9492235000001,17.53246706757937
19.483036,1.53777,42.0,0,1,3.0,1.0,2,0,1.387531,0,0.0,1,0,1,0,0,0,0,1,0,1,969.3977168000001,17.760963517595197
19.0,1.538398,42.0,0,1,2.71897,1.473088,2,0,1.164644,0,1.235675,1,0,1,0,0,0,0,1,0,1,971.6691164000001,17.74646582780741
19.407204,1.520862,42.0,0,1,3.0,1.0,2,0,1.848703,0,0.0,1,0,1,0,0,0,0,1,0,1,969.7236928,18.15806944681936
18.0,1.717826,51.7325,1,1,1.133844,3.0,1,0,1.325326,0,0.227985,1,0,0,1,0,0,0,1,0,2,660.9243799999999,17.530936758504264
18.424941,1.753389,54.121925,1,1,2.0,3.16645,1,0,2.278578,0,1.838881,1,0,0,1,0,0,0,1,0,2,690.9477186999999,17.604215642803354
18.0,1.70165,50.157707,1,1,1.757466,3.0,1,0,1.153559,0,0.833976,1,0,0,1,0,0,0,1,0,2,639.2688359,17.32196664638739
19.97981,1.75336,54.997374,1,1,2.0,3.494849,1,0,2.976672,0,1.94907,0,0,0,1,0,0,0,1,0,2,692.3681157999999,17.88956432896845
21.798856,1.672007,49.980968,1,1,2.979383,3.0,2,0,2.975887,0,0.945093,0,0,1,0,0,0,0,1,0,2,1035.3722822,17.87839303047231
22.209706,1.593847,44.050251,0,0,3.0,2.99321,2,0,2.702783,0,1.967234,0,0,1,0,0,0,0,1,0,0,976.365716,17.34024098343433
23.018443,1.584785,44.376637,0,0,2.204914,2.127797,2,0,2.120292,0,0.995735,0,0,1,0,0,0,0,1,0,0,975.6816461,17.66906966441184
19.376997,1.600264,45.0,0,0,3.0,3.0,2,0,2.949419,1,1.295697,1,0,1,0,0,0,0,1,0,0,998.8085893000001,17.572325654127575
20.971429,1.549311,41.557468,0,1,2.927218,1.0,2,0,1.0,0,0.0,1,0,1,0,0,0,0,1,0,1,958.1747363000001,17.312981718550116
20.345161,1.534385,41.96525,0,1,2.88853,1.0,2,0,1.0,0,0.0,1,0,1,0,0,0,0,1,0,1,965.0060363,17.824654732734817
20.519916,1.725548,49.815599,1,0,2.890535,3.90779,2,0,1.109115,0,1.548953,0,0,1,0,0,0,0,1,0,1,1039.8921315999996,16.730590420999565
20.406066,1.868931,63.199726,1,1,3.0,3.699594,1,0,2.825629,0,1.699592,1,0,0,1,1,0,0,0,0,1,802.4196523999999,18.093753105237365
21.478496,1.686936,51.256059,1,1,3.0,3.179995,2,0,1.910378,0,0.480614,0,0,1,0,0,0,0,1,0,1,1049.14572,18.011421853370344
18.372563,1.589829,40.202773,0,1,2.0,1.075553,1,0,1.0,0,0.127425,1,0,1,0,0,0,0,1,0,2,957.4572669,15.905787660342869
19.931667,1.653209,49.026214,0,0,2.530066,3.0,1,0,1.965237,0,2.0,1,0,1,0,0,0,0,1,0,1,1034.9485957,17.93795105982149
22.998709,1.740108,53.65727,1,1,2.241606,3.0,2,0,1.846626,0,2.460238,0,0,1,0,0,0,0,1,0,1,1065.1480540999999,17.720507899860916
18.006742,1.7,50.0,0,1,1.003566,3.238258,2,0,1.014634,0,0.783676,1,0,1,0,0,0,0,1,0,1,1053.4283126,17.301038062283737
34.799519,1.689141,50.0,1,1,2.652779,3.804944,2,0,1.60114,0,0.174692,0,0,1,0,0,0,0,1,0,1,974.4827145,17.52419984648443
16.496978,1.691206,50.0,0,1,2.0,1.630846,1,0,2.975528,0,0.548991,1,0,0,1,0,0,0,1,0,1,647.2765796000001,17.481431100595408
18.0,1.788459,51.552595,0,1,2.897899,3.0,1,0,1.835545,0,1.162519,1,0,0,1,0,0,0,1,0,1,658.8128464999999,16.11730981522832
17.377131,1.811238,58.83071,1,1,2.483979,3.762778,1,0,2.0,0,2.0,0,0,0,1,1,0,0,0,0,1,762.8724262000001,17.93300408452241
16.611837,1.830068,43.534531,0,1,2.945967,3.0,1,0,2.953192,0,2.830911,1,0,1,0,0,0,0,1,0,2,998.1499861000002,12.998684889724604
17.080493,1.782756,56.029418,1,1,2.0,4.0,1,0,2.28525,0,2.0,0,0,0,1,1,0,0,0,0,2,726.3694541999998,17.629187536750678
22.970655,1.751691,55.967655,1,1,2.478891,3.371832,2,0,2.004126,0,2.0,0,0,1,0,0,0,0,1,0,1,1087.4804533,18.239885740290408
17.764764,1.78656,50.0,0,1,2.784464,4.0,1,0,1.0,0,2.0,1,0,1,0,0,0,0,1,0,1,1054.7214172,15.665158448270383
19.272573,1.71367,50.0,0,1,1.005578,4.0,2,0,1.0,0,1.683957,1,0,1,0,0,0,0,1,0,1,1047.5035128999998,17.026117119972472
19.0,1.540375,42.006282,0,0,2.938031,2.705445,2,0,1.333807,1,1.877369,1,0,1,0,0,0,0,1,0,1,971.7329821999999,17.703589081229534
17.06713,1.896734,59.895052,1,1,2.842102,3.34175,1,0,2.0,0,2.511157,0,0,0,1,1,0,0,0,0,1,779.9893983999999,16.648614136737812
23.0,1.710129,50.079991,1,1,2.0,3.0,2,0,2.685842,0,0.373186,0,0,1,0,0,0,0,1,0,2,1030.7461458,17.12405045192035
18.0,1.704193,50.631889,0,1,2.0,3.0,1,0,2.0,0,0.0,1,0,1,0,0,0,0,1,0,2,1059.5336818,17.433579894188025
19.054008,1.556611,39.695295,0,1,1.889199,2.217651,1,0,2.013605,0,2.075293,1,0,1,0,0,0,0,1,0,2,949.3228942000001,16.382449713673054
18.0,1.845399,60.0,1,1,3.0,4.0,1,0,2.0,0,2.0,0,0,0,1,1,0,0,0,0,0,774.826995,17.6185713079027
17.491272,1.834637,59.990861,1,1,2.943749,4.0,1,0,2.0,0,2.0,0,0,0,1,1,0,0,0,0,1,778.1073310999999,17.823163836260964
18.0,1.721854,52.514302,1,1,2.33998,3.0,1,0,2.0,0,0.027433,1,0,0,1,0,0,0,1,0,2,671.6552074,17.7127074495551
20.172661,1.605521,44.661461,0,0,3.0,2.893778,2,0,1.0,1,0.769726,1,0,1,0,0,0,0,1,0,0,991.8284567000002,17.326105121463698
19.220108,1.530266,42.0,0,1,3.0,1.0,2,0,1.954889,0,0.0,1,0,1,0,0,0,0,1,0,1,970.6199712,17.935580283661157
18.0,1.71889,52.058335,1,1,1.950742,3.0,1,0,1.751723,0,0.201136,1,0,0,1,0,0,0,1,0,2,665.3936395000001,17.61952125166821
19.96247,1.756338,54.98234,1,1,2.277436,3.502604,1,0,2.891713,0,1.696294,0,0,0,1,0,0,0,1,0,2,692.294952,17.824075926933478
17.580627,1.770324,55.695253,1,1,2.0,4.0,1,0,2.369627,0,2.0,0,0,0,1,1,0,0,0,0,2,718.3283225,17.77103273987575
21.125098,1.767479,56.265959,1,1,2.371338,3.998766,2,0,2.263466,0,2.0,0,0,1,0,0,0,0,1,0,1,1099.046708,18.01097404591081
22.033129,1.704223,51.437985,1,1,2.984425,3.0,2,0,2.044694,0,2.008256,0,0,1,0,0,0,0,1,0,2,1048.3165511000002,17.71051144984057
20.744839,1.667852,49.803921,1,1,2.977018,3.193671,2,0,2.482933,0,2.0,0,0,1,0,0,0,0,1,0,1,1038.6190319,17.90393594560278
22.547298,1.722461,51.881263,1,1,2.663421,3.0,2,0,1.04111,0,0.794402,0,0,1,0,0,0,0,1,0,2,1050.188254,17.486856463481544
21.837996,1.588046,44.236067,0,0,3.0,1.69608,2,0,2.550307,0,1.098862,0,0,1,0,0,0,0,1,0,0,979.8861448000001,17.540838529421617
23.035829,1.598612,42.993937,0,0,2.753752,2.812377,2,0,2.346647,0,1.612248,0,0,1,0,0,0,0,1,0,0,962.3509005000001,16.82368306998358
21.529439,1.592379,44.00945,0,0,3.0,1.612747,2,0,2.566629,0,1.190465,0,0,1,0,0,0,0,1,0,0,979.1686388999999,17.35613653702205
21.287999,1.555778,42.3601,0,0,2.318355,1.082304,2,0,1.220365,0,0.033328,0,0,1,0,0,0,0,1,0,0,964.4037651,17.50095406313848
23.444286,1.596466,44.594588,0,0,2.594653,1.882158,2,0,1.916812,0,0.417119,0,0,1,0,0,0,0,1,0,0,975.7935394,17.49696843526265
22.329041,1.598393,44.918255,0,0,2.886157,2.326233,2,0,2.306821,0,1.42237,0,0,1,0,0,0,0,1,0,0,984.1458627000001,17.581492446660203
18.91505,1.633316,45.0,0,1,3.0,3.0,1,0,2.924594,1,1.352558,1,0,1,0,0,0,0,1,0,1,1001.0392338,16.868329698259153
19.0,1.559567,42.12617,0,1,3.0,1.989398,1,0,2.241607,0,0.206025,0,0,1,0,0,0,0,1,0,1,972.9184525999999,17.31984104420505
19.052833,1.546551,42.069992,0,1,3.0,1.735493,1,0,2.318736,0,1.193486,0,0,1,0,0,0,0,1,0,1,972.1073998999999,17.58911292546032
19.59904,1.566501,41.706283,0,1,2.967853,1.0,2,0,1.131185,0,0.0,1,0,1,0,0,0,0,1,0,1,966.0845306,16.99574212358315
21.0,1.52,42.0,0,1,3.0,1.0,2,0,1.0,0,0.0,1,0,1,0,0,0,0,1,0,0,962.2360000000001,18.178670360110804
19.673262,1.599486,44.810751,0,0,3.0,2.974568,2,0,1.145761,1,0.87967,1,0,1,0,0,0,0,1,0,0,995.597953,17.515451479328508
20.244359,1.559186,41.952805,0,1,2.619835,1.0,2,0,1.198883,0,0.0,1,0,1,0,0,0,0,1,0,1,965.4049755000001,17.2569940862614
20.552695,1.523426,42.0,0,1,3.0,1.0,2,0,1.185062,0,0.0,1,0,1,0,0,0,0,1,0,1,964.3445002999999,18.096999055516253
21.0,1.52,42.0,0,1,3.0,1.0,2,0,1.0,0,0.0,1,0,1,0,0,0,0,1,0,0,962.2360000000001,18.178670360110804
21.997683,1.689441,51.107925,1,1,3.0,3.715118,2,0,1.774576,0,0.10297,0,0,1,0,0,0,0,1,0,1,1045.2879637,17.906148818447978
21.274628,1.737453,50.479039,1,1,3.0,3.489918,2,0,1.326694,0,0.791929,0,0,1,0,0,0,0,1,0,1,1042.7354381999999,16.721874043998426
18.909439,1.732096,50.0,0,1,1.053534,3.378859,1,0,1.0,0,1.853425,1,0,1,0,0,0,0,1,0,1,1049.2434095,16.665796971962276
22.396504,1.869098,61.411141,1,1,3.0,3.263201,1,0,2.233274,0,1.557737,1,0,0,1,1,0,0,0,0,1,764.3818945,17.578548880751683
19.084317,1.851123,61.264785,1,1,3.0,3.994588,1,0,2.548527,0,1.285976,1,0,0,1,1,0,0,0,0,1,784.8098139000001,17.878882077283855
21.084625,1.787264,58.585146,1,1,2.530233,3.24934,1,0,2.387945,0,1.976341,0,0,0,1,1,0,0,0,0,2,734.1773702,18.340454811946948
18.068767,1.787787,52.0,1,1,3.0,3.0,1,0,2.0,0,0.854337,1,0,0,1,0,0,0,1,0,1,664.4713194,16.269409622423677
21.813083,1.712515,51.710723,1,1,2.8813,3.087544,2,0,1.24818,0,1.952427,0,0,1,0,0,0,0,1,0,1,1051.9839777000002,17.632416731631306
18.038422,1.698914,51.692272,1,1,2.824559,3.0,1,0,2.0,0,0.533309,1,0,0,1,0,0,0,1,0,2,660.0174268,17.909473985945926
18.874591,1.533609,41.669346,0,1,2.762325,1.163666,1,0,1.30491,0,0.25289,1,0,1,0,0,0,0,1,0,2,969.0756401,17.71688585673703
19.21164,1.567981,41.934368,0,1,2.070964,1.0,1,0,1.676975,0,0.0,1,0,1,0,0,0,0,1,0,2,970.0975906,17.056444696319325
18.988581,1.544263,41.535047,0,1,2.68601,1.0,1,0,1.310074,0,0.0,1,0,1,0,0,0,0,1,0,2,967.2697939,17.416952771213392
19.408999,1.670552,49.804245,0,1,2.794197,3.409363,1,0,1.543021,0,2.0,1,0,1,0,0,0,0,1,0,1,1044.9054503,17.846224975481757
19.665881,1.676346,49.105025,0,0,2.720701,3.0,1,0,2.0,0,1.862235,1,0,1,0,0,0,0,1,0,1,1036.9960221000001,17.474252684815582
19.758286,1.667404,49.125955,0,0,2.880792,3.281391,1,0,1.960131,0,1.513029,1,0,1,0,0,0,0,1,0,1,1036.7465510000002,17.669706185691584
22.422674,1.70011,50.173425,1,1,2.674431,3.0,2,0,2.453384,0,1.321624,0,0,1,0,0,0,0,1,0,2,1034.3385102,17.35880020715607
20.242237,1.75633,54.567343,1,1,2.0,3.98525,1,0,2.654078,0,2.113151,0,0,0,1,0,0,0,1,0,2,684.7070375,17.689704097545913
22.637018,1.703584,51.607091,1,1,2.55996,3.0,2,0,1.990788,0,0.486006,0,0,1,0,0,0,0,1,0,2,1047.1005402,17.782068310288892
19.007177,1.690727,49.895716,0,1,1.212908,3.207071,1,0,1.029703,0,2.0,1,0,1,0,0,0,0,1,0,1,1047.7084503,17.454856501493396
18.288205,1.713564,50.0,0,1,1.140615,3.471536,1,0,1.0,0,2.0,1,0,1,0,0,0,0,1,0,1,1052.1298517,17.02822363509025
19.314429,1.67231,49.713944,0,1,2.562409,3.488342,1,0,1.67062,0,2.0,1,0,1,0,0,0,0,1,0,1,1044.4862041,17.776434022057668
27.14823,1.660446,49.558304,1,1,2.004146,3.443456,2,0,2.020764,0,1.078719,0,0,1,0,0,0,0,1,0,2,1006.1518402000002,17.974918204245093
25.380557,1.630379,46.062954,1,1,2.690754,3.03779,2,0,2.212296,0,1.616882,0,0,1,0,0,0,0,1,0,0,980.8504227000001,17.3290454221302
22.867719,1.655413,50.424661,1,1,3.0,3.642802,2,0,1.995177,0,0.118271,0,0,1,0,0,0,0,1,0,1,1034.5782097,18.40052711780821
17.729923,1.732862,51.216463,0,1,2.051283,2.645858,1,0,2.35752,0,0.291309,1,0,0,1,0,0,0,1,0,1,655.7663766999999,17.05617434080397
16.834813,1.74402,50.0,0,1,2.19005,3.420618,1,0,1.356405,0,1.351996,1,0,1,0,0,0,0,1,0,1,1059.0156149,16.43868533225836
17.521754,1.757958,52.09432,0,1,2.21498,2.64155,1,0,2.121251,0,0.998391,1,0,0,1,0,0,0,1,0,1,669.3340468,16.85673205201391
18.0,1.786758,51.524444,0,1,2.91548,3.0,1,0,1.777486,0,1.077469,1,0,0,1,0,0,0,1,0,1,658.4186728000001,16.139194052699192
18.0,1.767058,51.132809,1,1,2.708965,3.0,1,0,1.873004,0,1.21718,1,0,0,1,0,0,0,1,0,1,652.9547732999999,16.375630955073106
18.128249,1.699437,52.08657,1,1,2.853513,3.0,1,0,2.0,0,0.680464,1,0,0,1,0,0,0,1,0,2,664.8111008,18.034978144856712
17.405104,1.82525,58.913579,1,1,2.580872,3.887906,1,0,2.0,0,2.0,0,0,0,1,1,0,0,0,0,1,763.8875750999999,17.683600408152383
19.72925,1.793315,58.19515,1,1,2.508835,3.435905,1,0,2.076933,0,2.026668,0,0,0,1,1,0,0,0,0,2,738.08123,18.095626751190977
18.525834,1.776989,57.275946,1,1,2.0,3.747163,1,0,2.575535,0,2.0,0,0,0,1,1,0,0,0,0,2,733.589734,18.13855942249867
18.595614,1.609495,42.656563,0,1,2.896562,2.625475,1,0,2.839558,1,1.949667,0,0,1,0,0,0,0,1,0,2,980.0007099999999,16.466700861405943
16.613108,1.777929,44.762023,0,1,2.911877,3.098399,1,0,2.196405,0,2.328147,1,0,1,0,0,0,0,1,0,2,1009.8340853999999,14.160574669617416
16.928791,1.710948,45.248627,0,1,2.910733,3.12544,1,0,2.204263,0,2.407906,1,0,1,0,0,0,0,1,0,2,1012.9012079,15.457234117286061
17.758315,1.854162,59.881316,1,1,2.966126,3.96981,1,0,2.0,0,2.000088,0,0,0,1,1,0,0,0,0,1,774.8882971999999,17.41790765685395
17.282945,1.821514,59.605028,1,1,2.613249,3.712183,1,0,2.0,0,2.002997,0,0,0,1,1,0,0,0,0,1,774.1724275999999,17.96461313765503
19.993154,1.762073,55.511075,1,1,2.0,4.0,1,0,2.542415,0,2.0,0,0,0,1,1,0,0,0,0,2,699.3586452999999,17.87853152140289
22.935612,1.732307,54.835576,1,1,3.0,3.0,2,0,2.00357,0,1.25955,0,0,1,0,0,0,0,1,0,1,1076.7423058,18.273119278206526
20.738469,1.759933,55.003417,1,1,2.627031,3.832911,1,0,2.993448,0,2.0,0,0,0,1,0,0,0,1,0,2,687.3248887,17.758136944505654
22.99368,1.741377,54.877111,1,1,3.0,3.0,2,0,2.009796,0,2.0,0,0,1,0,0,0,0,1,0,1,1076.8844481999997,18.09696022470291
19.317148,1.731195,49.650897,0,1,2.919751,3.576103,1,0,1.949308,0,1.940182,1,0,1,0,0,0,0,1,0,1,1043.9741666,16.566666159182795
16.910997,1.74823,49.928447,0,1,2.494451,3.56544,1,0,1.491268,0,1.951027,1,0,1,0,0,0,0,1,0,1,1057.9782192999999,16.336195445262593
19.071027,1.756865,49.699672,0,1,1.69427,3.266644,1,0,1.095417,0,2.0,1,0,1,0,0,0,0,1,0,1,1045.6453812999998,16.101885742701402
18.019572,1.701378,50.088468,0,1,1.601236,3.433908,1,0,1.055019,0,0.819269,1,0,1,0,0,0,0,1,0,2,1054.2197848,17.303586290660153
19.735968,1.699956,49.98297,0,1,1.204855,3.531038,1,0,1.134658,0,2.0,1,0,1,0,0,0,0,1,0,1,1045.1373832,17.29604064158991
18.094079,1.723328,50.0,0,1,1.052699,3.998618,2,0,1.0,0,2.0,1,0,1,0,0,0,0,1,0,1,1053.0598191,16.835813868611744
19.054938,1.585886,42.541794,0,0,2.910345,3.0,2,0,1.0,1,1.461005,1,0,1,0,0,0,0,1,0,0,976.6976086000002,16.914994846787263
20.850119,1.524926,42.0,0,1,2.866383,1.226342,2,0,1.0,0,0.14495,1,0,1,0,0,0,0,1,0,0,962.9493075,18.061414184263192
19.349258,1.52337,42.0,0,1,2.913486,1.060796,2,0,1.596212,0,0.108948,1,0,1,0,0,0,0,1,0,1,970.0005534000001,18.09832959317197
17.0,1.844749,59.313525,1,1,2.432886,3.0,1,0,2.0,0,2.697949,0,0,0,1,1,0,0,0,0,1,772.2190374999999,17.4292687969112
17.203917,1.853325,59.619485,1,1,2.883745,3.595761,1,0,2.0,0,2.077653,0,0,0,1,1,0,0,0,0,1,775.0669338999999,17.357415194302046
17.671064,1.854706,59.20945,1,1,2.707666,3.737914,1,0,2.026547,0,2.009397,0,0,0,1,1,0,0,0,0,1,766.2797598,17.212377922661492
21.310907,1.72064,50.0,1,1,2.919584,3.697831,2,0,1.147121,0,0.993058,0,0,1,0,0,0,0,1,0,1,1037.9358891,16.88845709010222
21.708354,1.704167,50.165754,1,1,2.969205,3.21043,2,0,2.765876,0,0.611037,0,0,1,0,0,0,0,1,0,2,1037.6294751999997,17.273607283642665
22.176922,1.71746,51.491957,1,1,2.486189,3.0,2,0,1.064378,0,2.206055,0,0,1,0,0,0,0,1,0,2,1048.1826818,17.456860275033595
17.823438,1.708406,50.0,0,1,1.642241,3.45259,1,0,1.099231,0,0.418875,1,0,1,0,0,0,0,1,0,1,1054.3049721999998,17.13120169482621
18.0,1.763465,50.279053,0,1,1.567101,3.0,1,0,1.994139,0,0.107981,1,0,1,0,0,0,0,1,0,1,1056.2531458,16.167892025823217
18.281092,1.7,50.0,0,1,1.036414,3.205587,1,0,1.745959,0,0.115974,1,0,1,0,0,0,0,1,0,1,1052.1388676,17.301038062283737
18.656912,1.574017,41.220175,0,1,1.649974,1.513835,1,0,1.549974,0,0.227802,1,0,1,0,0,0,0,1,0,2,965.8594241999998,16.637612076461625
19.994543,1.537739,39.101805,0,1,1.118436,3.0,1,0,1.997744,0,2.432443,1,0,1,0,0,0,0,1,0,2,939.1709060999999,16.536041268690497
20.255616,1.534223,41.268597,0,1,2.673638,2.779379,2,0,1.249074,0,0.043412,1,0,1,0,0,0,0,1,0,1,958.7387374,17.532454734733875
19.865895,1.76033,55.3707,1,1,2.120185,4.0,1,0,2.582165,0,2.0,0,0,0,1,1,0,0,0,0,2,698.292154,17.8686537402889
17.888073,1.841879,60.0,1,1,3.0,3.732126,1,0,2.0,0,2.000934,0,0,0,1,1,0,0,0,0,1,775.5704986,17.685977072831747
18.470562,1.856406,58.673963,1,1,2.34222,3.937099,1,0,2.311791,0,2.013377,0,0,0,1,1,0,0,0,0,2,753.5155014999999,17.025485134899714
17.925497,1.829142,59.933015,1,1,2.86099,4.0,1,0,2.0,0,2.0,0,0,0,1,1,0,0,0,0,1,774.3346359,17.913121930048373
17.000752,1.822084,58.443049,1,1,2.559571,3.047959,1,0,2.0,0,2.011646,0,0,0,1,1,0,0,0,0,1,760.1750777,17.603380487852682
